"object_id","display_name","object_group","classification","observation_status","theoretical_role","permitted_use","prohibited_use","evidence_stage","evidence_file","source_dataset","source_table","source_line","unit","coverage_start","coverage_end","observation_rows","future_review_required","promotion_to_core_capital","model_control_authorized","family_join_authorized","canonical_dataset_authorized"
"FIN__IPP__gross_stock_current_cost","FIN__IPP__gross_stock_current_cost","ipp_review_required","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN__IPP__official_price_index","FIN__IPP__official_price_index","ipp_review_required","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__IPP__gross_stock_current_cost","NFC__IPP__gross_stock_current_cost","ipp_review_required","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__IPP__official_price_index","NFC__IPP__official_price_index","ipp_review_required","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__IPP__retirements","NFC__IPP__retirements","ipp_review_required","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Retain as an explicit provider gap; no residual construction is permitted here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__IPP__revaluation_holding_gains","NFC__IPP__revaluation_holding_gains","ipp_review_required","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Retain as an explicit provider gap; no residual construction is permitted here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__ME__official_price_index","CORP__ME__official_price_index","official_price_diagnostic","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__NRC__official_price_index","CORP__NRC__official_price_index","official_price_diagnostic","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN__ME__official_price_index","FIN__ME__official_price_index","official_price_diagnostic","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN__NRC__official_price_index","FIN__NRC__official_price_index","official_price_diagnostic","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__ME__official_price_index","NFC__ME__official_price_index","official_price_diagnostic","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__NRC__official_price_index","NFC__NRC__official_price_index","official_price_diagnostic","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"ACCUMULATED_Q","ACCUMULATED_Q","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Out of provider V1 scope.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_object_admissibility_ledger","","","","","","0","yes","prohibited","no","no","no"
"ADJUSTED_SHAIKH_CORPORATE_GOS","ADJUSTED_SHAIKH_CORPORATE_GOS","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Adjusted Shaikh corporate GOS is not constructed in V1.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_object_admissibility_ledger","","","","","","0","yes","prohibited","no","no","no"
"ADJUSTED_SHAIKH_CORPORATE_GVA","ADJUSTED_SHAIKH_CORPORATE_GVA","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Adjusted Shaikh corporate GVA is not constructed in V1.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_object_admissibility_ledger","","","","","","0","yes","prohibited","no","no","no"
"ADJUSTED_SHAIKH_CORPORATE_NOS","ADJUSTED_SHAIKH_CORPORATE_NOS","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Adjusted Shaikh corporate NOS is not constructed in V1.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_object_admissibility_ledger","","","","","","0","yes","prohibited","no","no","no"
"BUSINESS_WIDE_SHAIKH_OBJECTS","BUSINESS_WIDE_SHAIKH_OBJECTS","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Commercial capital and noncorporate boundary blur unresolved.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_object_admissibility_ledger","","","","","","0","yes","prohibited","no","no","no"
"BUSINESS_WIDE_SHAIKH_RECONCILIATION","BUSINESS_WIDE_SHAIKH_RECONCILIATION","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Commercial-capital and noncorporate labour-equivalent blur remains unresolved.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__current_transfer_payments","CORP__current_transfer_payments","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__current_transfer_receipts","CORP__current_transfer_receipts","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__dividends_paid","CORP__dividends_paid","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__dividends_received","CORP__dividends_received","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__ME__gross_stock_current_cost","CORP__ME__gross_stock_current_cost","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__ME__retirements","CORP__ME__retirements","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Retain as an explicit provider gap; no residual construction is permitted here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__ME__revaluation_holding_gains","CORP__ME__revaluation_holding_gains","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Retain as an explicit provider gap; no residual construction is permitted here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__NRC__gross_stock_current_cost","CORP__NRC__gross_stock_current_cost","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__NRC__retirements","CORP__NRC__retirements","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Retain as an explicit provider gap; no residual construction is permitted here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__NRC__revaluation_holding_gains","CORP__NRC__revaluation_holding_gains","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Retain as an explicit provider gap; no residual construction is permitted here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN__current_transfer_payments","FIN__current_transfer_payments","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN__current_transfer_receipts","FIN__current_transfer_receipts","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN__dividends_paid","FIN__dividends_paid","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN__dividends_received","FIN__dividends_received","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN__ME__gross_stock_current_cost","FIN__ME__gross_stock_current_cost","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN__NRC__gross_stock_current_cost","FIN__NRC__gross_stock_current_cost","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"GOV_TRANS__gross_stock_current_cost","GOV_TRANS__gross_stock_current_cost","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Do not substitute net stock. Downstream GPIM must be explicit.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"GPIM_RECONSTRUCTION","GPIM_RECONSTRUCTION","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Out of provider V1 scope.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_object_admissibility_ledger","","","","","","0","yes","prohibited","no","no","no"
"NFC__current_transfer_payments","NFC__current_transfer_payments","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__current_transfer_receipts","NFC__current_transfer_receipts","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__dividends_paid","NFC__dividends_paid","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__dividends_received","NFC__dividends_received","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__ME__gross_stock_current_cost","NFC__ME__gross_stock_current_cost","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__ME__retirements","NFC__ME__retirements","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Retain as an explicit provider gap; no residual construction is permitted here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__ME__revaluation_holding_gains","NFC__ME__revaluation_holding_gains","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Retain as an explicit provider gap; no residual construction is permitted here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__NRC__gross_stock_current_cost","NFC__NRC__gross_stock_current_cost","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__NRC__retirements","NFC__NRC__retirements","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Retain as an explicit provider gap; no residual construction is permitted here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__NRC__revaluation_holding_gains","NFC__NRC__revaluation_holding_gains","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Retain as an explicit provider gap; no residual construction is permitted here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"POST_S20_CHAPTER2_STAGES","POST_S20_CHAPTER2_STAGES","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Chapter 2 stages are future downstream pass.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_object_admissibility_ledger","","","","","","0","yes","prohibited","no","no","no"
"PRODUCTIVE_CAPACITY","PRODUCTIVE_CAPACITY","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Out of provider V1 scope.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_object_admissibility_ledger","","","","","","0","yes","prohibited","no","no","no"
"SHINY_APP","SHINY_APP","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","V1 is dataset release not app pass.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_object_admissibility_ledger","","","","","","0","yes","prohibited","no","no","no"
"THETA_ECONOMETRICS","THETA_ECONOMETRICS","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Out of provider V1 scope.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_object_admissibility_ledger","","","","","","0","yes","prohibited","no","no","no"
"UTILIZATION","UTILIZATION","parked_or_future_research","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Out of provider V1 scope.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_object_admissibility_ledger","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__e_adj_CORP","e_adj_CORP","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__e_adj_NFC","e_adj_NFC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
